,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크
135,잡플래닛,데이터 분석가,오비맥주,Data & Analytics Project Manager,데이터 분석가,2024.6.13,1,5,10,999,,"Work from anywhere (연간 총 25일 근무지자율 선택제 제도)
 시차 출근제
 격주 Happy hour (근무시간 중에 맥주마시며 근무)
 매주 수요일 가정의 날 / PC Off제도
 맥주 Bar 운영
 여름 유급 휴가 (5일) 및 여름 휴가비 지급
 건강검진 : 30세 이상 종합검진 (격년으로 본인/배우자 포함)
 단체상해보험
 경조사지원 (결혼, 조사, 자녀 돌잔치, 결혼기념일 등 경조휴가 및 경조금 지원)
 명절 맥주 지원 및 자사 제품 할인
 자녀 학자금 지원
 본인 및 배우자, 부모, 자녀 대상 의료비 지원 (인당 최대 500만원)
 콘도 지원 (연 2박)
 장기근속 포상
 주택자금융자 지원 등","접수 기간: 접수 받는 대로 심사하여 진행 (ASAP)
 서류 심사 -> 실무 면접 -> 임원 면접 -> 채용 검진 -> 최종 합격",정규직,999,서울,강남,999,"전자 상거래, 모바일 애플리케이션, 패스트 패션 소비재, 데이터 분석, 데이터 가공, 클라우드 환경, 데이터 시각화","커뮤니케이션, 분석 방법론, 프로젝트 관리, 적극성, 창의적 사고, 문제 해결 능력, 영어로 소통, 경력 3년","Power BI, Google Analytics, Google Cloud Platform, Python, SQL",999,999,999,식품,1998,1993,6082,외국계,외국 투자기업,"1조 5,600억원",,999,3.2,3.9,2.8,3,3.2,2.5,56,45,20,999,332,305,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1269329
136,잡플래닛,데이터 분석가,플래티어,데이터 분석가,데이터 분석가,2024.4.29,1,2,7,[우대] 관련 학사,"수학, 통계학과",999,서류전형 > 1차 면접 > 레퍼런스 체크 > 2차 면접 > 최종합격,정규직,999,서울,송파,999,데이터 분석,경력 2년,"SQL, Python","데이터 분석, 추천 알고리즘, 예측 모델, 모델링, 머신러닝, 딥러닝","관련 전공, 가설 검증, 프로젝트 경험",999,응용 소프트웨어 개발,2005,283,6097,중소기업,999,418.9억,,999,3.1,3.2,3.3,3.1,3,2.7,54,79,31,999,40,53,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1265744
137,잡플래닛,데이터 분석가,쿠팡,Sales development & Data Analysis 인턴 (CMG HVA),데이터 분석가,2024.6.17,1,0,0,학사,,999,서류전형 - 1차 화상면접 - 2차 화상면접 - 최종 합격,인턴,999,서울,송파,999,데이터 분석,"논리적 사고, 영어로 소통, 학사",없음,999,999,999,이커머스,2013,10485,"4,898",대기업,999,"30조 6,640억 300만원",,999,3.2,3,3.1,3.2,2.8,2.7,47,57,43,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하 ,스타트업
 
 연봉업계평균이상
 
 10,001명이상
 
 설립10년이상
 
 퇴사율5%이하
 
 IT, 컨텐츠",12878,5708,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1269453
138,잡플래닛,데이터 분석가,코인원(coinone),데이터 분석가,데이터 분석가,2024.6.6,1,5,10,999,,999,서류 전형 > 전화 인터뷰 > 인성 검사 > 1DAY 인터뷰 > 처우 협의 > 입사,정규직,999,서울,영등포,999,"데이터 분석, 데이터 가공, 통계, 머신러닝, 딥러닝, 모델링, 제품 데이터, 시계열 데이터, Tabular Dataset","논리적 사고, 문제 정의, 가설 검증, 인사이트 도출, 경력 5년","SQL, Python, R","가상자산, 가상자산 데이터 분석, 시장 동향 분석, 거래 패턴 분석, 머신러닝, 모델링","인과 추론, 협업 능력, 커뮤니케이션, 문제정의, 문제 해결 능력, 방향성 제시",999,금융,2014,207,5882,스타트업,999,1735.1억,,999,3.4,3.3,3.7,3.5,3,2.6,50,51,31,999,65,73,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1268030
139,잡플래닛,데이터 분석가,플리토,AI / ML Engineer 박사급,"AI, ML 엔지니어",2024.5.30,1,0,0,999,999,999,서류전형 → 테스트전형 → 면접전형 → 입사협의 → 입사,정규직,999,서울,강남,999,"AI, ML, 머신러닝, 프레임워크",박사,"PyTorch, TensorFlow","모델링, fine-tuning, 클라우드 환경, 머신러닝, 딥러닝","프로젝트 경험, 개발 경험, 서비스 개선 경험, 배포 경험, Github 포트폴리오","AWS, Azure, Github",응용 소프트웨어 개발,2012,159,4275,스타트업,999,97.1억,,999,3.1,2.9,3.6,3.2,3,2.8,44,56,27,999,80,95,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1260589
140,잡플래닛,데이터 분석가,제주알마켓,데이터분석가,데이터 분석가,2024.4.22,0,0,0,"대졸(2,3년)",,999,ㆍ서류전형 > 1차면접 > 최종합격,정규직,999,제주,제주,999,없음,경력,없음,999,999,999,부동산,2020,11,"3,634",중소기업,999,"2억 9,205만원",,999,2,1,2,1,1,1,999,999,999,999,15,20,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1273459
141,잡플래닛,데이터 분석가,쥬비스다이어트,DA 경력직,데이터 분석가,2024.5.15,1,5,10,999,,999,999,정규직,999,서울,강남,999,"데이터 품질 관리, ETL , 데이터 분석, 비즈니스 분석, 통계, 데이터 수집, 품질 프로세스 개선","비즈니스 관점, 협업 능력, 커뮤니케이션, 인사이트 도출, 서비스 개선, 경력 5년","Python, R","데이터 분석, 클라우드 환경, 데이터 시각화","커뮤니케이션, 협업 능력","AWS, BI",건강,2012,342,4001,중소기업,999,867.8억,,999,2.8,2.9,2.3,2.7,3.4,2.8,33,59,36,999,157,101,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1266771
142,잡플래닛,데이터 분석가,몰로코,Senior Data Scientist - Ads Performance,데이터 사이언티스트,2024.5.12,1,3,20,관련 학사,"통계, 운영 연구, 생물정보학, 경제학, 전산 생물학, 컴퓨터 과학, 수학, 물리학, 전기 공학, 산업 공학",999,"영문 이력서로 제출 부탁드립니다.
 
 1. 서류 전형 - 영문이력서 필수
 2. 기술면접 (약 4회)
 3. 평판조회
 4. 오퍼링",정규직,999,서울,강남,999,"통계, 데이터 분석, 회귀 분석,선형 회귀 분석, 통계 분석, 빅데이터, 데이터 추출, 머신러닝, 딥러닝, 랜덤 포레스트, 그래디언트 부스팅 트리, k-평균 클러스터링, 알고리즘, 모델링, 데이터 베이스","문제 해결 능력, 인사이트 도출, 커뮤니케이션, 긍정적인 관계 구축, 문제 정의 가설 검증, 통계학/ 운영 연구/ 생물 정보학/  경제학/ 계산 생물학/ 컴퓨터 과학/ 수학/ 물리학/ 전기 공학/ 산업 공학 학위, 석사, 박사, 경력 3년","Python, R, SQL, Pandas, Dplyr",999,"관련 전공, 석사, 박사, 프로젝트 관리, 결과 해석, 인사이트 도출, 창의력, 문제 해결 능력, 지도력, 자기주도적, 학습 의지",999,마케팅,2014,145,"8,351",중소기업,999,"376억 3,173만원",,999,4.4,4.3,3.6,3.9,3.9,4.1,91,100,100,"재택근무 ,자기계발
 
 재택근무
 
 통신비
 
 IT, 컨텐츠",39,39,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1273316
143,잡코리아,데이터 분석가,컴투스,[컴투스 플랫폼] 게임 데이터 분석가 (경력),데이터 분석가,2024.06.28,0,1,999,학력 무관,,"이력서, 포트폴리오",서류전형 - 1차면접 - 2차면접 - 처우협의 - 입사확정,정규직,999,서울,금천,999,"데이터 분석, 데이터 수집, 데이터 추출, 데이터 시각화, 데이터 전처리, 탐색적 분석, EDA","논리적 사고, 커뮤니케이션, 적극성, 주도적, 협업 능력","SQL, Python, R","클라우드 환경, 데이터 분석, 머신러닝, 모델링, 모델 개발, 대용량 데이터 분산 처리","관련 전공, 관련 수상, 서비스 개선 경험",GCP,999,1998,1502,999,중견기업,코스닥 상장,7722억원,,홈페이지 지원,3.6,3.6,3.9,3.7,3,2.9,75,83,8,"사내식당
셔틀버스
IT, 컨텐츠",34,37,https://www.jobkorea.co.kr/Recruit/GI_Read/44344608?Oem_Code=C1&logpath=1&stext=%EC%BB%B4%ED%88%AC%EC%8A%A4%20%EA%B2%8C%EC%9E%84%20%EB%8D%B0%EC%9D%B4%ED%84%B0%20%EB%B6%84%EC%84%9D%EA%B0%80&listno=1
144,"잡코리아, 잡플래닛",데이터 분석가,스포카,데이터 분석가 (주니어),데이터 분석가,2024.4.28,1,1,3,학력 무관,,"이력서, 포트폴리오",서류전형 - 온라인 과제 - 1차면접 - 2차면접 - 최종합격,정규직,주 5일제 (10:00~19:00),서울,강남,999,"데이터 분석, 프로덕트 분석, 비즈니스 분석, App/Web 서비스 데이터, 사용자 행동 로그, 데이터 시각화, 대시보드 구축","논리적 사고, 분석적 사고, 인사이트 도출, 액션 도출, 경력 1년","SQL, Python, Redash, BigQuery, PostreSQL","요식업 매장 관리, 데이터 웨어하우스 구축, App/Web 서비스 데이터, 사용자 행동 로그","문제 해결 능력, 요식업 매장 관리에 대한 관심",999,응용 소프트웨어 개발,2011,49,999,벤처기업,비상장,91.6억,,즉시 지원,3.3,2.5,3.6,3.8,3.1,3.1,52,59,37,"일한만큼 받는 보상, 수평적인 기업 문화, 퇴사율 10% 이하, 생일선물
 
 커피
 
 간식
 
 건강검진
 
 직무교육
 
 스톡옵션
 
 식비
 
 설립10년이상
 
 퇴사율5%이하
 
 자율복장
 
 육아휴직
 
 IT, 컨텐츠",999,999,https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1260674
145,워크넷,데이터 분석가,주식회사 비트리스,Bioinformatics (생물정보학) 데이터 처리 및 분석가 모집,데이터 분석가,상시채용,1,0,0,"석사, 박사",,"이력서, 자기소개서",서류전형 - 면접 - 최종합격,정규직,주 5일제 (09:00~18:00),서울,서초,999,"데이터 분석, 유전체 분석, 프로그래밍 언어","책임감, 생물정보학/ 유전학/ 컴퓨터공학 학사, 석사, 경력 2년","Python, R, MATLAB","NGS 데이터 처리, Mass spectrometry 데이터 분석, 암유전체 연구","연구 경험, 문제 해결 능력",999,의료,2021,4,999,중소기업,999,"6,686만(연)",,"워크넷 지원, 이메일 지원",999,999,999,999,999,999,999,999,999,999,999,999,999
146,워크넷,데이터 분석가,에이오디컨설팅,데이터 컨설팅 신입 및 경력 직원,데이터 컨설팅,2024.05.03,0,0,0,"대졸(4년), 석사, 박사",,"이력서, 자기소개서, 졸업증명서, 경력증명서",서류전형 - 면접 - 최종합격,정규직,주 5일제 (09:00~18:00),경기,고양,999,데이터 분석,"IT 관련 학사, 관련 교육 과정, 신입","SQL, Python", 999,"커뮤니케이션, 목표 지향적, 적극성, 주도적, 문제해결능력, 관련 자격증",999,컨설팅,2020,14,999,중소기업,999,9억(연),,워크넷 지원,999,999,999,999,999,999,999,999,999,999,2,0,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=K151812403040109&rtnUrl=/empInfo/empInfoSrch/list/dtlEmpSrchList.do
147,워크넷,데이터 분석가,새론솔루션,데이터 분석 및 AI 개발자,"데이터 분석가, ai 개발자",2024.04.30,0,1,999,학력 무관,,"이력서, 자기소개서, 포트폴리오, github 주소",서류전형  - 면접 - 최종합격,정규직,주 5일제 (09:00~18:00),경기,의왕,999,"인공지능 모델 개발, 앱 개발, 프로그래밍 언어","논리적 사고,","Python, Linux, Windows","AI, 인공지능 모델, 모델링, 머신러닝","커뮤니케이션, 개발 포트폴리오, 인공지능 모델 서비스 경험, 관련 전공, 석사, 박사",Git-hub,999,2021,8,999,중소기업,999,5억,,워크넷 지원,999,999,999,999,999,999,999,999,999,999,999,999,https://www.jobkorea.co.kr/Recruit/GI_Read/44353638?Oem_Code=C1&PageGbn=ST
148,워크넷,데이터 분석가,시드앤솔코스매틱스,데이터 분석 및 마케터,"데이터 분석가, 마케터",2024.04.14,0,3,999,학력 무관,,"이력서, 자기소개서",,계약직,주 2일 근무  (09:00~18:00),경기,성남,999,"빅데이터 분석, 빅데이터 서비스, 서비스 개선, 데이터 분석, 모델링","문제 정의, 가설 수립, 인사이트 도출",없음,999,"준고령자(50세이상) ,고용촉진장려금대상자",999,999,2023,1,999,중소기업,999,999,,"워크넷 지원, 이메일 지원",999,999,999,999,999,999,999,999,999,999,999,999,999
149,캐치,데이터 분석가,LF,	Data Analyst,데이터 분석가,2024.04.26,1,5,9,학력 무관,,999,서류전형 - 1차면접 - 2차면접 - 채용검진 - LF합류,정규직,999,서울,강남,999,"데이터 분석, 데이터 마트, 데이터 시각화, 대시보드 구축","문제 정의, 인사이트 도출, 경력 5년","Tableau, BI, SQL",데이터 분석,"논리적 사고, 커뮤니케이션, 협업 능력, 관련 전공, 관련 자격증",SQL,999,2006,1144,999,대기업,999,1조 9685억,,홈페이지 지원,999,999,999,999,999,999,999,999,999,999,999,999,999
150,캐치,데이터 분석가,미소,Data Analyst,데이터 분석가,999,0,0,0,대졸(4년),,"이력서, 포트폴리오",서류 전형 - 홈 테스트 - 실무진(기술) 면접 - CEO (컬쳐핏) 면접 - 레퍼런스 체크 - 최종합격 ,정규직,주 5일제 ,서울,종로,999,"데이터 분석, 통계 분석, 데이터 처리, 프로그래밍 언어","문제 정의, 인사이트 도출, 문제 해결 능력, 협업 능력, 커뮤니케이션, 성과지향적, 액션 도출, 통계학/ 공학/ 경영학 학사, 영어로 소통, 경력 1년","Excel, R, SQL, Python","데이터 시각화, 데이터 처리  데이터 분석, 머신러닝, 모델링, AI","프로젝트 경험, 인공지능 이해","Tableau, Power BI",가전,2010,52,3626,중소기업,999,114억 560만원,,홈페이지 지원,2.7,2,2.1,3,3,2.7,35,53,42,"누적투자100억이상
퇴사율5%이하
설립4~9년
스타트업
Macbook
IT, 컨텐츠
지금 채용중
응답률 평균 이상",999,999,https://www.catch.co.kr/NCS/RecruitInfoDetails/391004
151,잡코리아,데이터 분석가,펜타시스템 테크놀러지,Blue Analytics 데이터 분석가,데이터 분석가,2024.05.12,0,3,999,대졸(4년),,이력서,서류 전형 - 1차 면접 - 임원 면접 - 최종 합격,정규직,주 5일제 (09:00~18:00),서울,영등포,999,"데이터 분석, 통계","통계학 학위, 경력 3년",없음,"백엔드 개발, 데이터 처리, 인프라 환경 구축","개발 지식, 관련 전공, 관련 자격증, 석사",999,컨설팅,1987,330,999,중소기업,비상장,676억,,즉시 지원,999,999,999,999,999,999,999,999,999,999,999,999,999
152,잡코리아,데이터 분석가,사이넷,데이터 분석가,데이터 분석가,2024.05.08,0,0,0,"대졸(2,3년)",,"이력서, 포트폴리오",서류전형 - 1차면접 - 최종합격,계약직,주 4일제 (월~목) 08:30~19:00,서울,송파,999,"데이터 분석, 데이터 시각화","분석적 사고, 인사이트 도출, 커뮤니케이션","Python, SQL, Tableau, Lookerstudio, Firebase",999,999,"Tableau, Looker Studio, Google Analytics, Firebase",응용 소프트웨어 개발,2000,30,999,벤처기업,비상장,100억 6천만,,즉시 지원,2.1,2.2,2.4,2.3,2.2,1.8,19,25,11,"퇴사율5%이하
50명이하
설립10년이상
수평적조직
음료
간식
기타 서비스업
",13,20,https://www.jobkorea.co.kr/Recruit/GI_Read/44410267?Oem_Code=C1&logpath=1&stext=%EC%82%AC%EC%9D%B4%EB%84%B7&listno=1
153,잡코리아,데이터 분석가,브릭,데이터 분석가(경력 5년 이상),데이터 분석가,999,1,5,999,대졸(4년),,이력서,서류전형 - 1차면접 - 2차면접(필요시) - 채용검진 - 최종합격,정규직,주5일제 (08:00~17:00),경기,성남,999,"데이터 분석, 통계적 지식, EDA, 모델링, 시계열 데이터, 파이프라인 구축, 머신러닝, 딥러닝, 통계 분석","빠른 이해, 적응력, 문제 정의, 경력 5년, 커뮤니케이션, 협업 능력, 파견근무, 지방출장","Python, R, SQL, MLOps","수학, 통계학","관련 전공, 석사, 박사, 공모전 입상, 경력",999,응용 소프트웨어 개발,2011,70,999,중소기업,비상장,65억,,즉시 지원,3.1,2.8,3.8,3.2,2.8,2.8,54,75,33,"퇴사율5%이하
51~300명
설립10년이상
육아휴직
출산휴가
건강검진
교육비
연봉상위11~20%
IT, 컨텐츠
지금 채용중
응답률 매우 높음",19,11,https://www.jobkorea.co.kr/Recruit/GI_Read/44312130?Oem_Code=C1&logpath=1&stext=%EB%B8%8C%EB%A6%AD&listno=4
154,잡코리아,데이터 분석가,마크로밀엠브레인,패널빅데이터센터 데이터사이언스팀 데이터 분석가,데이터 분석가,2024.04.24,1,0,0,대졸(4년),,이력서,999,정규직,주5일 (09:00~18:00),서울,강남,999,"데이터 분석, SQL 중급 능력, 비즈니스 분석","문제 정의, 결과 해석, 인사이트 도출, 프로젝트 경험, 학사","SQL, R, Python","App/Web 서비스 데이터, 결제 데이터,","보훈대상자, 경력 2년",999,리서치,1999,280,999,외국계,코스닥 상장,347억,,즉시 지원,2.8,2.4,2.2,2.9,3,2.5,33,52,29,"연봉업계평균이상
퇴사율5%이하
51~300명
설립10년이상
수면실
휴게실
건강검진
동호회
교육비
노트북
기타 서비스업",109,103,https://www.jobkorea.co.kr/Recruit/GI_Read/44307902?Oem_Code=C1&logpath=1&stext=%EB%A7%88%ED%81%AC%EB%A1%9C%EB%B0%80%EC%97%A0%EB%B8%8C%EB%A0%88%EC%9D%B8&listno=2
155,잡코리아,데이터 분석가,이투데이,이투데이 데이터 분석가 경력/디지털전략부 데이터 분석가,데이터 분석가,2024.04.14,0,5,999,대졸(4년),,"이력서, 경력기술서, 포트폴리오",서류 전형 - 1차 실무 면접 - 2차 임원 면접 - 최종 입사,계약직,주5일제 (08:30~18:00),서울,강남,999,"데이터 분석, 컨텐츠 데이터, 사용자 데이터, 서비스 데이터, 데이터 시각화, 프로그래밍 언어, 비즈니스 분석, 통계 전문 지식, 머신러닝, 모델링","커뮤니케이션, 협업 능력, 인사이트 도출, 액션 도출, 언론사 및 미디어에 대한 이해, SEO에 대한 이해","SQL, Python, R, GA4, Excel, BI","데이터 분석,언론사 컨텐츠","유료 컨텐츠 개발 경험, 문제 정의, 논리적 사고, 문제 해결 능력, 소셜미디어 운여 경험, 언론사 컨텐츠에 대한 이해",999,출판,2006,160,999,중소기업,비상장,196억,,즉시 지원,2.9,2.7,3.4,2.8,2.9,2.6,41,46,19,999,999,999,999
